data,cv,cc,vt,ID,Ultima2Anos,Aposentado
2020-05-05,Rio Claro FC,Sem clube,-,226119,SIM,NAO
2020-01-15,EC Lemense,Rio Claro FC,custo zero,226119,SIM,NAO
2019-08-29,Ituano,EC Lemense,custo zero,226119,SIM,NAO
2019-04-16,CA Juventus,Ituano,?,226119,SIM,NAO
2018-07-24,Marília,CA Juventus,?,226119,SIM,NAO
2017-11-06,Sem clube,Marília,-,226119,SIM,NAO
2017-05-01,Portuguesa,Sem clube,-,226119,SIM,NAO
2017-01-12,Yangon United,Portuguesa,custo zero,226119,SIM,NAO
2015-11-23,Piracicaba,Yangon United,custo zero,226119,SIM,NAO
2015-05-05,Matonense,Piracicaba,Fim do empréstimo,226119,SIM,NAO
2015-02-03,Piracicaba,Matonense,Empréstimo,226119,SIM,NAO
2014-11-30,Santa Cruz,Piracicaba,Fim do empréstimo,226119,SIM,NAO
2014-03-20,Piracicaba,Santa Cruz,Empréstimo,226119,SIM,NAO
2013-08-05,Sem clube,Piracicaba,-,226119,SIM,NAO
2013-01-01,Corinthians,Sem clube,-,226119,SIM,NAO
2012-05-14,Piracicaba,Corinthians,?,226119,SIM,NAO
2012-01-10,Noroeste,Piracicaba,?,226119,SIM,NAO
2011-05-31,Piracicaba,Noroeste,Fim do empréstimo,226119,SIM,NAO
2011-01-06,Noroeste,Piracicaba,Empréstimo,226119,SIM,NAO
2009-12-07,Desconhecido,Noroeste,?,226119,SIM,NAO
2022-08-07,Cruzeiro,Santa Clara,custo zero,687743,NAO,NAO
2020-01-01,Cruzeiro U20,Cruzeiro,-,687743,NAO,NAO
2011-01-01,Litex Lovetch,Tuna Luso,?,68886,SIM,NAO
2010-12-01,Sliven,Litex Lovetch,Fim do empréstimo,68886,SIM,NAO
2010-01-01,Litex Lovetch,Sliven,Empréstimo,68886,SIM,NAO
2009-06-30,Spartak Varna,Litex Lovetch,Fim do empréstimo,68886,SIM,NAO
2009-01-01,Litex Lovetch,Spartak Varna,Empréstimo,68886,SIM,NAO
2008-12-01,Pelister Bitola,Litex Lovetch,Fim do empréstimo,68886,SIM,NAO
2008-01-01,Litex Lovetch,Pelister Bitola,Empréstimo,68886,SIM,NAO
2022-04-01,Cruzeiro U20,Ceará U20,custo zero,816137,NAO,NAO
2021-06-11,Palmeiras U20,Cruzeiro U20,?,816137,NAO,NAO
2020-01-01,Palmeiras U17,Palmeiras U20,-,816137,NAO,NAO
2019-08-01,Corinthians U17,Palmeiras U17,custo zero,816137,NAO,NAO
2019-01-01,Fluminense U17,Corinthians U17,custo zero,816137,NAO,NAO
2017-01-01,Votuporanguense,Tupi FC,?,84370,SIM,NAO
2015-12-11,Concórdia-SC,Votuporanguense,custo zero,84370,SIM,NAO
2015-07-01,Votuporanguense,Concórdia-SC,custo zero,84370,SIM,NAO
2015-04-01,Veranopolis,Votuporanguense,custo zero,84370,SIM,NAO
2014-12-31,Novo Hamburgo,Veranopolis,custo zero,84370,SIM,NAO
2014-03-31,Bento Gonçalves,Novo Hamburgo,custo zero,84370,SIM,NAO
2013-12-31,Cruzeiro U20,Bento Gonçalves,custo zero,84370,SIM,NAO
2012-05-01,Ipatinga FC,Cruzeiro,Fim do empréstimo,84370,SIM,NAO
2012-04-01,Cruzeiro,Ipatinga FC,Empréstimo,84370,SIM,NAO
2012-03-01,Nacional-MG,Cruzeiro,Fim do empréstimo,84370,SIM,NAO
2012-01-01,Cruzeiro,Nacional-MG,Empréstimo,84370,SIM,NAO
2011-05-01,Uberlândia EC,Cruzeiro,Fim do empréstimo,84370,SIM,NAO
2010-08-01,Cruzeiro,Uberlândia EC,Empréstimo,84370,SIM,NAO
2010-06-30,Ipatinga FC,Cruzeiro,Fim do empréstimo,84370,SIM,NAO
2008-08-01,Cruzeiro,Ipatinga FC,Empréstimo,84370,SIM,NAO
2008-06-30,CSA,Cruzeiro,Fim do empréstimo,84370,SIM,NAO
2008-06-01,Cruzeiro,CSA,Empréstimo,84370,SIM,NAO
2008-05-01,Itaúna,Cruzeiro,Fim do empréstimo,84370,SIM,NAO
2007-07-01,Cruzeiro,Itaúna,Empréstimo,84370,SIM,NAO
2022-02-16,Cruzeiro,Atlético-GO,custo zero,696604,NAO,NAO
2021-12-31,Ceará,Cruzeiro,Fim do empréstimo,696604,NAO,NAO
2021-07-23,Cruzeiro,Ceará,Empréstimo,696604,NAO,NAO
2020-08-19,Internacional,Cruzeiro,custo zero,696604,NAO,NAO
2020-01-10,Palmeiras U20,Internacional,custo zero,696604,NAO,NAO
2019-11-30,Oeste FC-SP,Palmeiras U20,Fim do empréstimo,696604,NAO,NAO
2019-08-16,Palmeiras U20,Oeste FC-SP,Empréstimo,696604,NAO,NAO
2022-01-20,Londrina,EC Água Santa,custo zero,330066,NAO,NAO
2019-11-30,Vila Nova,Londrina,Fim do empréstimo,330066,NAO,NAO
2019-06-03,Londrina,Vila Nova,Empréstimo,330066,NAO,NAO
2018-06-04,Cruzeiro,Londrina,?,330066,NAO,NAO
2018-06-01,Londrina,Cruzeiro,Fim do empréstimo,330066,NAO,NAO
2018-01-01,Cruzeiro,Londrina,Empréstimo,330066,NAO,NAO
2017-11-30,Londrina,Cruzeiro,Fim do empréstimo,330066,NAO,NAO
2017-01-01,Cruzeiro,Londrina,Empréstimo,330066,NAO,NAO
2016-11-30,Londrina,Cruzeiro,Fim do empréstimo,330066,NAO,NAO
2016-02-18,Cruzeiro,Londrina,Empréstimo,330066,NAO,NAO
2022-09-23,Samambaia FC,Brasiliense FC,Fim do empréstimo,539396,NAO,NAO
2022-08-16,Brasiliense FC,Samambaia FC,Empréstimo,539396,NAO,NAO
2018-12-01,Boa Esporte,Brasiliense FC,?,539396,NAO,NAO
2018-07-19,Sem clube,Boa Esporte,-,539396,NAO,NAO
2017-10-30,Fortaleza,Sem clube,-,539396,NAO,NAO
2017-06-14,Brasiliense FC,Fortaleza,?,539396,NAO,NAO
2016-11-22,Luziânia-DF,Brasiliense FC,?,539396,NAO,NAO
2022-04-27,Red Bull,Bragantino U20,-,574769,NAO,NAO
2022-01-27,North Texas SC,Red Bull,?,574769,NAO,NAO
2021-02-04,Cruzeiro U20,North Texas SC,?,574769,NAO,NAO
2020-07-01,Cruzeiro U17,Cruzeiro U20,-,574769,NAO,NAO
2022-12-31,Cuiabá,Vila Nova,Fim do empréstimo,480225,NAO,NAO
2022-01-01,Vila Nova,Cuiabá,Empréstimo,480225,NAO,NAO
2021-06-17,Bahia,Vila Nova,custo zero,480225,NAO,NAO
2020-01-06,Paraná,Bahia,?,480225,NAO,NAO
2018-09-04,Cruzeiro U17,Paraná,?,480225,NAO,NAO
2017-09-21,Paraná U20,Cruzeiro U17,?,480225,NAO,NAO
2017-06-30,Ponte Preta U20,Paraná U20,Fim do empréstimo,480225,NAO,NAO
2017-01-01,Paraná U20,Ponte Preta U20,Empréstimo,480225,NAO,NAO
2022-08-26,Sem clube,Chanthaburi,-,550675,NAO,NAO
2022-03-01,Sai Gon FC,Sem clube,-,550675,NAO,NAO
2022-02-01,Peñarol-AM,Sai Gon FC,custo zero,550675,NAO,NAO
2021-07-15,Linense-SP,Peñarol-AM,custo zero,550675,NAO,NAO
2021-02-17,Sem clube,Linense-SP,-,550675,NAO,NAO
2020-05-01,Portuguesa,Sem clube,-,550675,NAO,NAO
2020-01-23,Energetik-BGU,Portuguesa,custo zero,550675,NAO,NAO
2019-08-03,Penapolense-SP,Energetik-BGU,?,550675,NAO,NAO
2019-01-14,Sem clube,Penapolense-SP,?,550675,NAO,NAO
2018-12-11,São Caetano,Sem clube,?,550675,NAO,NAO
2018-05-24,Barretos-SP,São Caetano,?,550675,NAO,NAO
2017-11-01,Mirassol,Barretos-SP,?,550675,NAO,NAO
2020-07-01,Alverca,Sem clube,-,717064,SIM,NAO
2019-10-01,Cruzeiro U20,Alverca,custo zero,717064,SIM,NAO
2022-01-21,Chungnam Asan,Brusque-SC,custo zero,552892,NAO,NAO
2021-02-05,Juazeiro-BA,Chungnam Asan,custo zero,552892,NAO,NAO
2020-11-30,Brusque-SC,Juazeiro-BA,Fim do empréstimo,552892,NAO,NAO
2020-01-17,Juazeiro-BA,Brusque-SC,Empréstimo,552892,NAO,NAO
2019-10-15,Remo,Juazeiro-BA,Fim do empréstimo,552892,NAO,NAO
2018-12-11,Juazeiro-BA,Remo,Empréstimo,552892,NAO,NAO
2018-09-01,Globo,Juazeiro-BA,custo zero,552892,NAO,NAO
2017-11-21,Juazeirense-BA,Globo,?,552892,NAO,NAO
2017-05-08,Cuiabá,Juazeirense-BA,?,552892,NAO,NAO
2016-12-08,Campinense,Cuiabá,?,552892,NAO,NAO
2016-06-14,Cruzeiro U20,Campinense,?,552892,NAO,NAO
2015-05-01,Sampaio Corrêa,Cruzeiro U20,?,552892,NAO,NAO
2019-01-17,Cruzeiro,Alverca,custo zero,329841,SIM,NAO
2018-12-31,Athletico-PR B,Cruzeiro,Fim do empréstimo,329841,SIM,NAO
2018-01-19,Cruzeiro,Atlético-PR B,Empréstimo,329841,SIM,NAO
2017-01-01,Cruzeiro U20,Cruzeiro,-,329841,SIM,NAO
2015-02-02,Botafogo-SP,Cruzeiro U20,190 mil €,329841,SIM,NAO
2022-06-13,OF Ierapetras,PERSIS,custo zero,417634,NAO,NAO
2021-07-01,Platense,OF Ierapetras,custo zero,417634,NAO,NAO
2020-09-30,Estudiantes,Platense,custo zero,417634,NAO,NAO
2020-01-06,Sem clube,Estudiantes,-,417634,NAO,NAO
2019-07-24,Boca Juniors,Sem clube,-,417634,NAO,NAO
2019-06-30,Cerro Largo FC,Boca Juniors,Fim do empréstimo,417634,NAO,NAO
2019-02-14,Boca Juniors,Cerro Largo FC,Empréstimo,417634,NAO,NAO
2019-01-08,CA Talleres II,Boca Juniors,Fim do empréstimo,417634,NAO,NAO
2018-01-29,Boca Juniors,CA Talleres II,Empréstimo,417634,NAO,NAO
2018-01-24,Cruzeiro,Boca Juniors,Fim do empréstimo,417634,NAO,NAO
2017-07-20,Boca Juniors,Cruzeiro,Empréstimo,417634,NAO,NAO
2017-06-30,Sport Boys,Boca Juniors,Fim do empréstimo,417634,NAO,NAO
2017-01-17,Boca Juniors,Sport Boys,Empréstimo,417634,NAO,NAO
2016-01-02,Boca Juniors II,Boca Juniors,-,417634,NAO,NAO
2015-01-01,CABJ U20,Boca Juniors II,-,417634,NAO,NAO
2021-09-09,Desconhecido,São-Joseense,custo zero,652781,NAO,NAO
2021-06-17,Patrocinense-MG,Desconhecido,custo zero,652781,NAO,NAO
2021-02-23,Sem clube,Patrocinense-MG,-,652781,NAO,NAO
2020-09-17,EC Vitória B,Sem clube,-,652781,NAO,NAO
2020-01-06,Athletico-PR B,EC Vitória B,?,652781,NAO,NAO
2019-11-30,Kansas City II,Athletico-PR B,Fim do empréstimo,652781,NAO,NAO
2019-01-31,Athletico-PR B,Swope Park,Empréstimo,652781,NAO,NAO
2022-01-20,Grêmio,São Paulo,custo zero,229736,NAO,NAO
2018-01-02,Cruzeiro,Grêmio,?,229736,NAO,NAO
2013-08-01,Vasco da Gama,Cruzeiro,Fim do empréstimo,229736,NAO,NAO
2013-05-01,Cruzeiro,Vasco da Gama,Empréstimo,229736,NAO,NAO
2013-01-01,Cruzeiro U20,Cruzeiro,-,229736,NAO,NAO
2022-07-01,Saluzzo,Sem clube,-,672343,NAO,NAO
2021-12-03,Tre Valli,Saluzzo,?,672343,NAO,NAO
2021-07-01,Sem clube,Tre Valli,-,672343,NAO,NAO
2021-01-01,Cruzeiro U20,Sem clube,?,672343,NAO,NAO
2019-05-09,FC Cascavel,Cruzeiro U20,?,672343,NAO,NAO
2021-01-11,Estoril,Santa Clara,?,376441,NAO,NAO
2021-01-10,CSA,Estoril,Fim do empréstimo,376441,NAO,NAO
2020-01-28,Estoril,CSA,Empréstimo,376441,NAO,NAO
2019-12-31,Ventforet Kofu,Estoril,Fim do empréstimo,376441,NAO,NAO
2019-08-03,Estoril,Ventforet Kofu,Empréstimo,376441,NAO,NAO
2019-06-30,Bursaspor,Estoril,Fim do empréstimo,376441,NAO,NAO
2018-07-26,Estoril,Bursaspor,Valor de empréstimo:350 mil €,376441,NAO,NAO
2017-07-07,Cruzeiro,Estoril,265 mil €,376441,NAO,NAO
2017-06-30,Estoril,Cruzeiro,Fim do empréstimo,376441,NAO,NAO
2017-01-05,Cruzeiro,Estoril,Empréstimo,376441,NAO,NAO
2016-12-31,Bahia,Cruzeiro,Fim do empréstimo,376441,NAO,NAO
2016-07-21,Cruzeiro,Bahia,Empréstimo,376441,NAO,NAO
2015-06-01,Cruzeiro U20,Cruzeiro,-,376441,NAO,NAO
2014-10-28,Botafogo U17,Cruzeiro U20,?,376441,NAO,NAO
2022-04-16,Cruzeiro U20,Botafogo U20,?,574761,NAO,NAO
2022-01-03,Botafogo-SP,Mirassol,custo zero,323618,NAO,NAO
2021-03-01,Vegalta Sendai,Botafogo-SP,custo zero,323618,NAO,NAO
2020-01-06,Botafogo-SP,Vegalta Sendai,custo zero,323618,NAO,NAO
2019-01-09,Cruzeiro,Botafogo-SP,custo zero,323618,NAO,NAO
2018-11-30,Guarani,Cruzeiro,Fim do empréstimo,323618,NAO,NAO
2018-05-22,Cruzeiro,Guarani,Empréstimo,323618,NAO,NAO
2017-11-30,América-MG,Cruzeiro,Fim do empréstimo,323618,NAO,NAO
2017-01-01,Cruzeiro,América-MG,Empréstimo,323618,NAO,NAO
2016-12-31,Figueirense,Cruzeiro,Fim do empréstimo,323618,NAO,NAO
2016-06-14,Cruzeiro,Figueirense,Empréstimo,323618,NAO,NAO
2016-06-10,Atlético-PR,Cruzeiro,Fim do empréstimo,323618,NAO,NAO
2016-01-07,Cruzeiro,Atlético-PR,Empréstimo,323618,NAO,NAO
2015-01-29,Bahia,Cruzeiro,925 mil €,323618,NAO,NAO
2018-12-01,Toledo EC,Sem clube,-,54151,SIM,NAO
2018-01-11,Desp. Brasil,Toledo EC,custo zero,54151,SIM,NAO
2017-01-01,São Paulo,Desp. Brasil,?,54151,SIM,NAO
2016-05-19,Brasília-DF,São Paulo,custo zero,54151,SIM,NAO
2016-02-03,Marabá-PA,Brasília-DF,custo zero,54151,SIM,NAO
2015-07-01,Pelotas-RS,Marabá-PA,custo zero,54151,SIM,NAO
2014-07-01,Guarany-CE,Pelotas-RS,custo zero,54151,SIM,NAO
2014-03-01,Rio Claro FC,Guarany-CE,custo zero,54151,SIM,NAO
2014-01-01,Marabá-PA,Rio Claro FC,custo zero,54151,SIM,NAO
2013-06-01,Veranopolis,Marabá-PA,custo zero,54151,SIM,NAO
2013-03-01,Comercial-SP,Veranopolis,custo zero,54151,SIM,NAO
2013-01-01,CS Sergipe-SE,Comercial-SP,custo zero,54151,SIM,NAO
2012-01-01,Guaratinguetá,CS Sergipe-SE,custo zero,54151,SIM,NAO
2011-07-01,Luverdense,Guaratinguetá,custo zero,54151,SIM,NAO
2011-02-01,Sertãozinho,Luverdense,custo zero,54151,SIM,NAO
2011-01-01,Ponte Preta,Sertãozinho,custo zero,54151,SIM,NAO
2010-09-01,Bragantino,Ponte Preta,custo zero,54151,SIM,NAO
2010-05-01,Joinville,Bragantino,custo zero,54151,SIM,NAO
2009-09-01,Sem clube,Joinville,-,54151,SIM,NAO
2009-07-01,Cruzeiro,Sem clube,-,54151,SIM,NAO
2009-06-30,Ipatinga FC,Cruzeiro,Fim do empréstimo,54151,SIM,NAO
2008-08-01,Cruzeiro,Ipatinga FC,Empréstimo,54151,SIM,NAO
2007-01-01,Cruzeiro U17,Cruzeiro,-,54151,SIM,NAO
2018-08-07,Sem clube,Desportiva-ES,-,85964,SIM,NAO
2016-01-01,Aktobe,Sem clube,-,85964,SIM,NAO
2014-06-10,Sem clube,Aktobe,-,85964,SIM,NAO
2014-03-03,Chornomorets,Sem clube,-,85964,SIM,NAO
2012-07-06,Vitória SC,Chornomorets,custo zero,85964,SIM,NAO
2010-07-01,Náutico,Vitória SC,?,85964,SIM,NAO
2010-06-30,Terek Grozny,Náutico,Fim do empréstimo,85964,SIM,NAO
2010-03-01,Náutico,Terek Grozny,Empréstimo,85964,SIM,NAO
2008-08-01,Linhares-ES,Cruzeiro,?,85964,SIM,NAO
2008-08-01,Cruzeiro,Náutico,custo zero,85964,SIM,NAO
2008-07-01,Cruzeiro,Linhares-ES,?,85964,SIM,NAO
2008-06-01,Tupi FC,Cruzeiro,?,85964,SIM,NAO
2008-01-01,Cruzeiro,Tupi FC,?,85964,SIM,NAO
2007-01-01,Mamoré-MG,Cruzeiro,?,85964,SIM,NAO
2006-12-01,Cabofriense,Mamoré-MG,Fim do empréstimo,85964,SIM,NAO
2006-01-01,Mamoré-MG,Cabofriense,Empréstimo,85964,SIM,NAO
2021-02-11,Paysandu SC,Remo,custo zero,117063,NAO,NAO
2019-04-22,Ferroviária-SP,Paysandu SC,?,117063,NAO,NAO
2018-12-20,Fortaleza,Ferroviária-SP,?,117063,NAO,NAO
2017-01-17,Paraná,Fortaleza,?,117063,NAO,NAO
2015-08-10,Cruzeiro U20,Paraná,custo zero,117063,NAO,NAO
2015-05-31,Bragantino,Cruzeiro U20,Fim do empréstimo,117063,NAO,NAO
2014-07-18,Cruzeiro U20,Bragantino,Empréstimo,117063,NAO,NAO
2014-07-17,Avaí,Cruzeiro U20,Fim do empréstimo,117063,NAO,NAO
2013-07-01,Cruzeiro U20,Avaí,Empréstimo,117063,NAO,NAO
2013-06-30,Betim EC,Cruzeiro U20,Fim do empréstimo,117063,NAO,NAO
2012-06-01,Cruzeiro U20,Ipatinga FC,Empréstimo,117063,NAO,NAO
2012-05-31,Villa Nova-MG,Cruzeiro U20,Fim do empréstimo,117063,NAO,NAO
2012-01-01,Cruzeiro U20,Villa Nova-MG,Empréstimo,117063,NAO,NAO
2011-05-31,Villa Nova-MG,Cruzeiro U20,Fim do empréstimo,117063,NAO,NAO
2011-01-01,Cruzeiro U20,Villa Nova-MG,Empréstimo,117063,NAO,NAO
2022-04-11,Avaí FC U20,Prudente-SP,Empréstimo,740375,NAO,NAO
2022-07-12,Phitsanulok,MH Nakhonsi,custo zero,65604,NAO,NAO
2021-07-02,Lamphun Warrior,Phitsanulok,custo zero,65604,NAO,NAO
2020-07-22,Chainat FC,Lamphun Warrior,custo zero,65604,NAO,NAO
2020-01-29,Atlético-GO,Chainat FC,custo zero,65604,NAO,NAO
2018-03-23,Mirassol,Atlético-GO,custo zero,65604,NAO,NAO
2018-01-06,Chonburi FC,Mirassol,custo zero,65604,NAO,NAO
2017-11-30,Navy FC,Chonburi FC,Fim do empréstimo,65604,NAO,NAO
2017-06-06,Chonburi FC,Navy FC,Empréstimo,65604,NAO,NAO
2017-01-06,Navy FC,Chonburi FC,custo zero,65604,NAO,NAO
2016-02-24,Boavista SC,Navy FC,custo zero,65604,NAO,NAO
2015-11-30,Suphanburi FC,Boavista SC,Fim do empréstimo,65604,NAO,NAO
2015-01-16,Boavista SC,Suphanburi FC,Empréstimo,65604,NAO,NAO
2014-12-31,Atlético-GO,Boavista SC,Fim do empréstimo,65604,NAO,NAO
2014-05-13,Boavista SC,Atlético-GO,Empréstimo,65604,NAO,NAO
2013-12-31,Mirassol,Boavista SC,Fim do empréstimo,65604,NAO,NAO
2013-02-01,Boavista SC,Mirassol,Empréstimo,65604,NAO,NAO
2012-12-31,Ponte Preta,Boavista SC,Fim do empréstimo,65604,NAO,NAO
2012-05-01,Boavista SC,Ponte Preta,Empréstimo,65604,NAO,NAO
2011-12-31,CRB,Boavista SC,Fim do empréstimo,65604,NAO,NAO
2011-10-01,Boavista SC,CRB,Empréstimo,65604,NAO,NAO
2011-09-30,Duque de Caxias,Boavista SC,Fim do empréstimo,65604,NAO,NAO
2011-05-01,Boavista SC,Duque de Caxias,Empréstimo,65604,NAO,NAO
2010-11-30,Duque de Caxias,Boavista SC,Fim do empréstimo,65604,NAO,NAO
2010-08-01,Boavista SC,Duque de Caxias,Empréstimo,65604,NAO,NAO
2010-07-01,Cruzeiro,Boavista SC,custo zero,65604,NAO,NAO
2010-05-31,Veranopolis,Cruzeiro,Fim do empréstimo,65604,NAO,NAO
2010-01-01,Cruzeiro,Veranopolis,Empréstimo,65604,NAO,NAO
2009-11-30,América-RN,Cruzeiro,Fim do empréstimo,65604,NAO,NAO
2009-08-01,Cruzeiro,América-RN,Empréstimo,65604,NAO,NAO
2009-06-30,Criciúma,Cruzeiro,Fim do empréstimo,65604,NAO,NAO
2009-06-01,Cruzeiro,Criciúma,Empréstimo,65604,NAO,NAO
2009-05-31,Vitória,Cruzeiro,Fim do empréstimo,65604,NAO,NAO
2009-01-01,Cruzeiro,Vitória,Empréstimo,65604,NAO,NAO
2008-12-31,Grêmio,Cruzeiro,Fim do empréstimo,65604,NAO,NAO
2008-01-01,Cruzeiro,Grêmio,Empréstimo,65604,NAO,NAO
2007-12-31,Caxias,Cruzeiro,Fim do empréstimo,65604,NAO,NAO
2007-10-01,Cruzeiro,Caxias,Empréstimo,65604,NAO,NAO
2006-12-31,América-MG,Cruzeiro,Fim do empréstimo,65604,NAO,NAO
2006-01-01,Cruzeiro,América-MG,Empréstimo,65604,NAO,NAO
2005-01-01,Cruzeiro U20,Cruzeiro,-,65604,NAO,NAO
2022-02-22,Ipatinga-MG,River-PI,custo zero,539174,NAO,NAO
2021-06-30,Brusque-SC,Ipatinga-MG,Fim do empréstimo,539174,NAO,NAO
2021-04-22,Ipatinga-MG,Brusque-SC,Empréstimo,539174,NAO,NAO
2021-04-21,Pouso Alegre,Ipatinga FC,Fim do empréstimo,539174,NAO,NAO
2021-02-18,Ipatinga FC,Pouso Alegre,Empréstimo,539174,NAO,NAO
2019-03-18,NK Rudes,Ipatinga FC,?,539174,NAO,NAO
2018-08-10,Cruzeiro,NK Rudes,?,539174,NAO,NAO
2018-07-26,Tupi FC,Cruzeiro,Fim do empréstimo,539174,NAO,NAO
2018-06-15,Cruzeiro,Tupi FC,Empréstimo,539174,NAO,NAO
2018-06-14,Remo,Cruzeiro,?,539174,NAO,NAO
2018-01-02,Cruzeiro,Remo,?,539174,NAO,NAO
2018-01-01,Cruzeiro U20,Cruzeiro,-,539174,NAO,NAO
2017-10-25,Tupi FC,Cruzeiro U20,Fim do empréstimo,539174,NAO,NAO
2017-05-02,Cruzeiro U20,Tupi FC,Empréstimo,539174,NAO,NAO
2017-04-01,Democrata,Cruzeiro U20,Fim do empréstimo,539174,NAO,NAO
2017-01-23,Cruzeiro U20,Democrata,Empréstimo,539174,NAO,NAO
2022-01-25,Chapecoense,CRB,custo zero,118007,NAO,NAO
2020-01-08,Vitória,Chapecoense,custo zero,118007,NAO,NAO
2019-05-09,Guarani,Vitória,?,118007,NAO,NAO
2018-04-06,Sem clube,Guarani,-,118007,NAO,NAO
2018-01-01,Greentown,Sem clube,-,118007,NAO,NAO
2016-07-01,ZJ FC Res.,HZ Greentown,-,118007,NAO,NAO
2016-01-01,HZ Greentown,ZJ FC Res.,-,118007,NAO,NAO
2015-02-03,Cruzeiro,HZ Greentown,"2,60 mi. €",118007,NAO,NAO
2014-12-31,HZ Greentown,Cruzeiro,Fim do empréstimo,118007,NAO,NAO
2014-02-07,Cruzeiro,HZ Greentown,Valor de empréstimo:190 mil €,118007,NAO,NAO
2011-05-01,Oeste FC-SP,Cruzeiro,Fim do empréstimo,118007,NAO,NAO
2011-01-01,Cruzeiro,Oeste FC-SP,Empréstimo,118007,NAO,NAO
2010-12-01,CFR Cluj,Cruzeiro,Fim do empréstimo,118007,NAO,NAO
2010-08-01,Cruzeiro,CFR Cluj,Empréstimo,118007,NAO,NAO
2010-06-30,Avaí,Cruzeiro,Fim do empréstimo,118007,NAO,NAO
2010-05-01,Cruzeiro,Avaí,Empréstimo,118007,NAO,NAO
2010-04-01,Rio Branco-SP,Cruzeiro,Fim do empréstimo,118007,NAO,NAO
2010-01-01,Cruzeiro,Rio Branco-SP,Empréstimo,118007,NAO,NAO
2009-12-01,Kashiwa Reysol,Cruzeiro,Fim do empréstimo,118007,NAO,NAO
2009-07-01,Cruzeiro,Kashiwa Reysol,Empréstimo,118007,NAO,NAO
2009-04-01,Cabofriense,Cruzeiro,Fim do empréstimo,118007,NAO,NAO
2009-01-01,Cruzeiro,Cabofriense,Empréstimo,118007,NAO,NAO
2008-05-01,Itaúna,Cruzeiro,Fim do empréstimo,118007,NAO,NAO
2008-01-01,Cruzeiro,Itaúna,Empréstimo,118007,NAO,NAO
2017-05-01,Patrocinense-MG,Sem clube,-,359679,SIM,NAO
2017-01-01,Red Bull,Patrocinense-MG,?,359679,SIM,NAO
2016-07-28,Cruzeiro U20,Red Bull,custo zero,359679,SIM,NAO
2016-05-08,Villa Nova-MG,Cruzeiro U20,Fim do empréstimo,359679,SIM,NAO
2016-02-12,Cruzeiro U20,Villa Nova-MG,Empréstimo,359679,SIM,NAO
2015-06-30,Marítimo B,Cruzeiro U20,Fim do empréstimo,359679,SIM,NAO
2015-01-01,Cruzeiro U20,Marítimo B,Empréstimo,359679,SIM,NAO
2014-01-01,Cruzeiro U17,Cruzeiro U20,-,359679,SIM,NAO
2023-06-30,San Jose,Grêmio,Fim do empréstimo,445101,NAO,NAO
2022-08-04,Grêmio,San Jose,Valor de empréstimo:455 mil €,445101,NAO,NAO
2019-08-09,ABC,Grêmio,330 mil €,445101,NAO,NAO
2019-08-09,Grêmio,ABC,Fim do empréstimo,445101,NAO,NAO
2019-01-31,ABC,Grêmio,Empréstimo,445101,NAO,NAO
2019-01-30,Grêmio B,ABC,Fim do empréstimo,445101,NAO,NAO
2018-08-08,ABC,Grêmio B,Empréstimo,445101,NAO,NAO
2017-02-01,Cruzeiro U20,ABC,Fim do empréstimo,445101,NAO,NAO
2015-02-18,ABC,Cruzeiro U20,Empréstimo,445101,NAO,NAO
2019-07-01,Pinheiro AC,Fim de carreira,custo zero,552691,SIM,SIM
2018-12-17,Moto Club,Pinheiro AC,custo zero,552691,SIM,SIM
2017-11-20,Santa Quitéria,Moto Club,?,552691,SIM,SIM
2016-01-01,Paraibano-PB,Fim de carreira,-,123309,SIM,SIM
2015-01-01,Sem clube,Paraibano-PB,-,123309,SIM,SIM
2014-01-01,Guarany-CE,Sem clube,-,123309,SIM,SIM
2013-05-01,ASA,Guarany-CE,?,123309,SIM,SIM
2013-01-01,Ulisses,ASA,custo zero,123309,SIM,SIM
2012-01-01,Sem clube,Ulisses,-,123309,SIM,SIM
2011-07-01,Portimonense,Sem clube,-,123309,SIM,SIM
2009-07-01,CRB,Portimonense,?,123309,SIM,SIM
2009-01-01,São José,CRB,?,123309,SIM,SIM
2008-01-01,Iraty SC,São José,?,123309,SIM,SIM
2007-01-01,Avaí,Iraty SC,?,123309,SIM,SIM
2006-01-01,Corinthians,Avaí,?,123309,SIM,SIM
2005-07-01,Kawasaki Front.,Corinthians,?,123309,SIM,SIM
2005-01-01,Corinthians,Kawasaki Front.,?,123309,SIM,SIM
2021-06-21,Al-Suwaiq,Persik,custo zero,535975,NAO,NAO
2019-08-27,Al-Nahdah FC,Al-Suwaiq,custo zero,535975,NAO,NAO
2019-07-15,Al-Qaisumah FC,Al-Nahdah FC,custo zero,535975,NAO,NAO
2018-07-26,Oman Club,Al-Qaisumah FC,custo zero,535975,NAO,NAO
2015-08-15,Icasa EC,Oman Club,?,535975,NAO,NAO
2015-01-01,Salgueiro-PE,Icasa EC,?,535975,NAO,NAO
2014-05-01,Volta Redonda,Salgueiro-PE,?,535975,NAO,NAO
2013-05-01,Barra Mansa,Volta Redonda,?,535975,NAO,NAO
2013-01-01,Sem clube,Barra Mansa,-,535975,NAO,NAO
2012-01-01,Piracicaba,Sem clube,-,535975,NAO,NAO
2011-01-01,Cruzeiro U20,Piracicaba,?,535975,NAO,NAO
