data,cv,cc,vt,ID,Ultima2Anos,Aposentado
2018-07-01,Cruzeiro U17,Figueirense U20,?,670000,NAO,NAO
2022-05-31,América-MG U20,Betim Futebol,custo zero,700956,NAO,NAO
2021-06-25,Gama,América-MG U20,Fim do empréstimo,700956,NAO,NAO
2021-03-29,América-MG U20,Gama,Empréstimo,700956,NAO,NAO
2020-12-04,Marília,América-MG U20,custo zero,700956,NAO,NAO
2020-09-16,América-MG U20,Marília,?,700956,NAO,NAO
2022-02-01,Tochigi City,Sem clube,-,492925,NAO,NAO
2021-01-25,Kagoshima Utd.,Tochigi City,custo zero,492925,NAO,NAO
2020-01-28,SC Sagamihara,Kagoshima Utd.,custo zero,492925,NAO,NAO
2019-12-31,Tochigi City,SC Sagamihara,Fim do empréstimo,492925,NAO,NAO
2019-08-27,SC Sagamihara,Tochigi City,Empréstimo,492925,NAO,NAO
2017-01-07,Cruzeiro U20,SC Sagamihara,custo zero,492925,NAO,NAO
2016-01-01,Red Bull,Cruzeiro U20,Fim do empréstimo,492925,NAO,NAO
2015-01-01,Cruzeiro U20,Red Bull,Empréstimo,492925,NAO,NAO
2022-04-08,Atlético-GO B,Sem clube,-,887814,NAO,NAO
2021-09-24,Goiás U20,Atlético-GO B,?,887814,NAO,NAO
2022-07-15,Campinense,Portuguesa-RJ,custo zero,382240,NAO,NAO
2022-04-06,Portuguesa-RJ,Campinense,custo zero,382240,NAO,NAO
2022-01-18,Paysandu SC,Portuguesa-RJ,custo zero,382240,NAO,NAO
2021-03-04,Portuguesa-RJ,Paysandu SC,custo zero,382240,NAO,NAO
2021-02-22,ABC,Portuguesa-RJ,custo zero,382240,NAO,NAO
2020-01-17,Londrina,ABC,custo zero,382240,NAO,NAO
2019-09-13,Sampaio Corrêa,Londrina,custo zero,382240,NAO,NAO
2019-05-03,Bahia,Sampaio Corrêa,?,382240,NAO,NAO
2018-11-30,Sampaio Corrêa,Bahia,Fim do empréstimo,382240,NAO,NAO
2018-03-21,Bahia,Sampaio Corrêa,Empréstimo,382240,NAO,NAO
2018-03-19,Ferroviária-SP,Bahia,?,382240,NAO,NAO
2018-01-11,Bahia,Ferroviária-SP,?,382240,NAO,NAO
2017-11-30,CRB,Bahia,Fim do empréstimo,382240,NAO,NAO
2017-01-06,Bahia,CRB,Empréstimo,382240,NAO,NAO
2016-11-30,Fortaleza,Bahia,Fim do empréstimo,382240,NAO,NAO
2016-07-26,Bahia,Fortaleza,Empréstimo,382240,NAO,NAO
2016-05-16,CSA,Bahia,Fim do empréstimo,382240,NAO,NAO
2016-02-02,Bahia,CSA,Empréstimo,382240,NAO,NAO
2015-05-01,Rio Branco AC,Bahia,?,382240,NAO,NAO
2015-01-01,Inter B,Rio Branco AC,?,382240,NAO,NAO
2013-02-01,Rio Branco AC,Inter B,?,382240,NAO,NAO
2020-02-05,Desconhecido,Guarani EC,?,722421,SIM,NAO
2022-06-29,Osvaldo-SP,Sem clube,-,723544,NAO,NAO
2022-04-01,Ação Futebol,Osvaldo-SP,custo zero,723544,NAO,NAO
2022-02-20,Cruzeiro U20,Suduva,?,987055,NAO,NAO
2021-01-01,EC Bahia U20,Cruzeiro U20,?,987055,NAO,NAO
2012-07-01,Torreense,Fim de carreira,-,14306,SIM,SIM
2010-01-01,CD Tondela,Torreense,?,14306,SIM,SIM
2009-07-01,Ribeira Brava,CD Tondela,?,14306,SIM,SIM
2007-07-01,Imortal,Ribeira Brava,?,14306,SIM,SIM
2006-07-01,Tourizense,Imortal,?,14306,SIM,SIM
2005-07-01,Alverca,Tourizense,custo zero,14306,SIM,SIM
2004-06-30,Lourinhanense,Alverca,Fim do empréstimo,14306,SIM,SIM
2003-07-01,Alverca,Lourinhanense,Empréstimo,14306,SIM,SIM
2003-07-01,Alverca U19,Alverca,-,14306,SIM,SIM
2021-07-06,Alverca,Casa Pia,custo zero,700168,NAO,NAO
2021-06-30,Casa Pia,Alverca,Fim do empréstimo,700168,NAO,NAO
2020-09-01,Alverca,Casa Pia,Empréstimo,700168,NAO,NAO
2018-07-01,Santos FC U20,Alverca,?,700168,NAO,NAO
2022-01-01,Cuiabá B,Real-RR,custo zero,819277,NAO,NAO
2017-11-01,Remo,Fim de carreira,-,54171,SIM,SIM
2016-01-27,Sem clube,Remo,-,54171,SIM,SIM
2015-05-13,CRB,Sem clube,-,54171,SIM,SIM
2013-01-01,Betim EC,CRB,custo zero,54171,SIM,SIM
2012-05-01,Criciúma,Ipatinga FC,custo zero,54171,SIM,SIM
2011-09-01,Fortaleza,Criciúma,custo zero,54171,SIM,SIM
2011-05-01,Botafogo-SP,Fortaleza,custo zero,54171,SIM,SIM
2011-01-01,ASA,Botafogo-SP,custo zero,54171,SIM,SIM
2010-06-01,Cruzeiro,ASA,custo zero,54171,SIM,SIM
2010-05-01,Democrata-MG,Cruzeiro,Fim do empréstimo,54171,SIM,SIM
2010-01-01,Cruzeiro,Democrata-MG,Empréstimo,54171,SIM,SIM
2009-05-01,Marília,Cruzeiro,Fim do empréstimo,54171,SIM,SIM
2008-06-01,Cruzeiro,Marília,Empréstimo,54171,SIM,SIM
2008-05-01,São Caetano,Cruzeiro,Fim do empréstimo,54171,SIM,SIM
2008-01-01,Cruzeiro,São Caetano,Empréstimo,54171,SIM,SIM
2006-12-01,Paysandu SC,Cruzeiro,Fim do empréstimo,54171,SIM,SIM
2006-07-01,Cruzeiro,Paysandu SC,Empréstimo,54171,SIM,SIM
2006-06-30,Cabofriense,Cruzeiro,Fim do empréstimo,54171,SIM,SIM
2006-01-01,Cruzeiro,Cabofriense,Empréstimo,54171,SIM,SIM
2005-05-01,Uberlândia EC,Cruzeiro,Fim do empréstimo,54171,SIM,SIM
2005-01-01,Cruzeiro,Uberlândia EC,Empréstimo,54171,SIM,SIM
2004-12-01,Desconhecido,Cruzeiro,Fim do empréstimo,54171,SIM,SIM
2004-07-01,Cruzeiro,Desconhecido,Empréstimo,54171,SIM,SIM
2004-06-30,Cabofriense,Cruzeiro,Fim do empréstimo,54171,SIM,SIM
2004-01-01,Cruzeiro,Cabofriense,Empréstimo,54171,SIM,SIM
2003-05-01,Iguaçu,Cruzeiro,Fim do empréstimo,54171,SIM,SIM
2003-01-01,Cruzeiro,Iguaçu,Empréstimo,54171,SIM,SIM
2002-01-01,Cruzeiro U20,Cruzeiro,-,54171,SIM,SIM
2022-04-06,São Bento U20,URT-MG,-,432155,NAO,NAO
2021-11-22,RB Brasil U20,São Bento U20,custo zero,432155,NAO,NAO
2021-11-19,São Bento U20,RB Brasil U20,Fim do empréstimo,432155,NAO,NAO
2021-07-26,RB Brasil U20,São Bento U20,Empréstimo,432155,NAO,NAO
2019-08-05,Avaí FC U20,RB Brasil U20,?,432155,NAO,NAO
2019-02-21,Cruzeiro U17,Avaí FC U20,?,432155,NAO,NAO
2022-12-31,Joinville,Coritiba FC B,Fim do empréstimo,839814,NAO,NAO
2022-08-26,Coritiba FC B,Joinville,Empréstimo,839814,NAO,NAO
2022-07-18,Linense-SP,Coritiba FC B,Fim do empréstimo,839814,NAO,NAO
2022-01-25,Coritiba FC B,Linense-SP,Empréstimo,839814,NAO,NAO
2020-07-01,Coritiba FC U20,Coritiba FC B,-,839814,NAO,NAO
2022-01-03,Cruzeiro U17,Cruzeiro U20,-,432157,NAO,NAO
2022-05-13,Treze,Jacuipense,custo zero,552627,NAO,NAO
2022-03-31,Lagarto FC,Treze,custo zero,552627,NAO,NAO
2022-02-18,Oeirense (PI),Lagarto FC,custo zero,552627,NAO,NAO
2022-01-11,Campinense,Oeirense (PI),custo zero,552627,NAO,NAO
2021-05-18,Santa Rita,Campinense,custo zero,552627,NAO,NAO
2019-10-30,ABC,Santa Rita,Fim do empréstimo,552627,NAO,NAO
2018-12-04,Santa Rita,ABC,Empréstimo,552627,NAO,NAO
2018-12-03,EC Bahia B,Santa Rita,Fim do empréstimo,552627,NAO,NAO
2018-07-11,Santa Rita,EC Bahia B,Empréstimo,552627,NAO,NAO
2018-07-10,CSA,Santa Rita,Fim do empréstimo,552627,NAO,NAO
2018-01-01,Santa Rita,CSA,Empréstimo,552627,NAO,NAO
2022-08-31,Vila Nova,UD Oliveirense,custo zero,394416,NAO,NAO
2022-07-19,Alverca,Vila Nova,custo zero,394416,NAO,NAO
2020-01-01,Estoril,Alverca,custo zero,394416,NAO,NAO
2019-07-01,Estoril Sub-23,Estoril,-,394416,NAO,NAO
2018-08-01,Estoril,Estoril Sub-23,-,394416,NAO,NAO
2018-06-30,Braga B,Estoril,Fim do empréstimo,394416,NAO,NAO
2018-01-31,Estoril,Braga B,Empréstimo,394416,NAO,NAO
2018-01-30,CRB,Estoril,75 mil €,394416,NAO,NAO
2017-12-31,Cruzeiro U20,CRB,Fim do empréstimo,394416,NAO,NAO
2017-05-22,CRB,Cruzeiro U20,Empréstimo,394416,NAO,NAO
2015-07-01,CRB B,CRB,-,394416,NAO,NAO
2022-07-30,Muangkan United,Nongbua FC,custo zero,238675,NAO,NAO
2021-05-04,Trat FC,Muangkan United,custo zero,238675,NAO,NAO
2020-10-08,Ermis Aradippou,Trat FC,custo zero,238675,NAO,NAO
2020-08-03,Busan IPark,Ermis Aradippou,custo zero,238675,NAO,NAO
2020-03-24,Suphanburi FC,Busan IPark,custo zero,238675,NAO,NAO
2019-11-30,BG Pathum Utd.,Suphanburi FC,Fim do empréstimo,238675,NAO,NAO
2019-07-17,Suphanburi FC,BG Pathum Utd.,Empréstimo,238675,NAO,NAO
2019-01-14,PT Prachuap FC,Suphanburi FC,custo zero,238675,NAO,NAO
2018-01-11,Nakhonpathom,PT Prachuap FC,custo zero,238675,NAO,NAO
2017-12-01,Kasetsart FC,Nakhonpathom,custo zero,238675,NAO,NAO
2017-02-01,Anápolis,Kasetsart FC,custo zero,238675,NAO,NAO
2016-01-22,Gama,Anápolis,custo zero,238675,NAO,NAO
2015-06-15,Mamoré-MG,Gama,custo zero,238675,NAO,NAO
2015-01-01,Boa Esporte,Mamoré-MG,custo zero,238675,NAO,NAO
2013-08-01,Betim EC,Boa Esporte,custo zero,238675,NAO,NAO
2012-08-15,Guarani EC,Betim EC,custo zero,238675,NAO,NAO
2021-06-29,Gama,Sem clube,-,271757,NAO,NAO
2021-01-13,Sem clube,Gama,-,271757,NAO,NAO
2019-06-01,Comercial-SP,Sem clube,-,271757,NAO,NAO
2019-01-10,Ceilândia-DF,Comercial-SP,?,271757,NAO,NAO
2018-04-20,Passo Fundo,Ceilândia-DF,?,271757,NAO,NAO
2017-01-01,Real Estelí FC,Passo Fundo,?,271757,NAO,NAO
2016-07-01,Sem clube,Real Estelí FC,-,271757,NAO,NAO
2016-03-08,CRAC,Sem clube,-,271757,NAO,NAO
2016-01-11,Audax-RJ,CRAC,custo zero,271757,NAO,NAO
2015-08-01,Itumbiara,Audax-RJ,custo zero,271757,NAO,NAO
2015-01-01,Penapolense-SP,Itumbiara,custo zero,271757,NAO,NAO
2014-07-01,Toledo EC,Penapolense-SP,custo zero,271757,NAO,NAO
2014-02-15,Sorocaba (SP),Toledo EC,custo zero,271757,NAO,NAO
2014-01-01,Penapolense-SP,Sorocaba (SP),custo zero,271757,NAO,NAO
2013-07-01,Boa Esporte,Penapolense-SP,custo zero,271757,NAO,NAO
2013-05-01,Paulista FC,Boa Esporte,custo zero,271757,NAO,NAO
2013-01-01,Noroeste,Paulista FC,custo zero,271757,NAO,NAO
2012-01-01,Monte Azul-SP,Noroeste,custo zero,271757,NAO,NAO
2011-01-01,Votoraty-SP,Monte Azul-SP,custo zero,271757,NAO,NAO
2022-08-04,Villa Nova-MG,Desconhecido,custo zero,323946,NAO,NAO
2022-01-24,Coimbra-MG,Villa Nova-MG,Empréstimo,323946,NAO,NAO
2022-01-12,Villa Nova-MG,Coimbra-MG,custo zero,323946,NAO,NAO
2022-01-01,Sampaio Corrêa,Villa Nova-MG,-,323946,NAO,NAO
2021-03-16,Tombense,Sampaio Corrêa,custo zero,323946,NAO,NAO
2020-01-27,Cruzeiro U20,Tombense,?,323946,NAO,NAO
2017-01-01,Cruzeiro U17,Cruzeiro U20,-,323946,NAO,NAO
2021-03-01,Athletico-PR,Fim de carreira,-,54149,NAO,SIM
2017-01-01,Fluminense,Atlético-PR,custo zero,54149,NAO,SIM
2015-09-14,Sem clube,Fluminense,-,54149,NAO,SIM
2015-07-01,Inter,Sem clube,-,54149,NAO,SIM
2012-06-30,Parma,Inter,Fim do empréstimo,54149,NAO,SIM
2012-01-17,Inter,Parma,Empréstimo,54149,NAO,SIM
2011-07-15,Santos FC,Inter,"5,00 mi. €",54149,NAO,SIM
2011-01-01,Cruzeiro,Santos FC,"2,00 mi. €",54149,NAO,SIM
2005-01-01,Cruzeiro U20,Cruzeiro,-,54149,NAO,SIM
2022-04-12,Atlético-GO U20,Bragantino U20,?,980980,NAO,NAO
2018-07-16,SO Cholet,FC Rouen 1899,custo zero,198480,SIM,NAO
2016-07-11,Limoges FC,SO Cholet,custo zero,198480,SIM,NAO
2015-07-01,Aurillac-Arpaj.,Limoges FC,custo zero,198480,SIM,NAO
2012-07-20,AC Ajaccio B,Aurillac FC Auv.,custo zero,198480,SIM,NAO
2011-07-01,SC Bastia B,AC Ajaccio B,custo zero,198480,SIM,NAO
2022-09-13,Náutico,Sem clube,-,58345,NAO,NAO
2022-07-15,Odisha FC,Náutico,custo zero,58345,NAO,NAO
2021-09-09,Sharjah FC,Odisha FC,?,58345,NAO,NAO
2021-06-30,Hatta Club,Sharjah FC,Fim do empréstimo,58345,NAO,NAO
2021-01-31,Sharjah FC,Hatta Club,Empréstimo,58345,NAO,NAO
2020-08-29,Elche,Sharjah FC,custo zero,58345,NAO,NAO
2020-01-31,Sem clube,Elche,-,58345,NAO,NAO
2019-08-31,Hannover,Sem clube,-,58345,NAO,NAO
2019-01-18,Corinthians,Hannover,Fim do empréstimo,58345,NAO,NAO
2018-07-16,Hannover,Corinthians,Valor de empréstimo:200 mil €,58345,NAO,NAO
2017-08-22,Rubin Kazan,Hannover,"9,00 mi. €",58345,NAO,NAO
2016-07-29,Real Sociedad,Rubin Kazan,"7,00 mi. €",58345,NAO,NAO
2015-07-27,Elche,Real Sociedad,"7,20 mi. €",58345,NAO,NAO
2015-07-01,Pescara,Elche,"1,50 mi. €",58345,NAO,NAO
2015-06-30,Elche,Pescara,Fim do empréstimo,58345,NAO,NAO
2014-07-18,Pescara,Elche,Valor de empréstimo:500 mil €,58345,NAO,NAO
2014-06-30,Latina Calcio,Pescara,Fim do empréstimo,58345,NAO,NAO
2013-08-29,Pescara,Latina Calcio,Empréstimo,58345,NAO,NAO
2013-06-30,Torino,Pescara,Fim do empréstimo,58345,NAO,NAO
2013-01-31,Pescara,Torino,Empréstimo,58345,NAO,NAO
2012-08-08,Brescia,Pescara,"3,70 mi. €",58345,NAO,NAO
2011-01-31,AZ Alkmaar,Brescia,300 mil €,58345,NAO,NAO
2010-01-01,AZ Alkmaar U21,AZ Alkmaar,-,58345,NAO,NAO
2008-10-01,Cruzeiro,AZ Alkmaar U21,600 mil €,58345,NAO,NAO
2008-05-31,Villa Nova-MG,Cruzeiro,Fim do empréstimo,58345,NAO,NAO
2008-01-01,Cruzeiro,Villa Nova-MG,Empréstimo,58345,NAO,NAO
2007-12-31,Ipatinga FC,Cruzeiro,Fim do empréstimo,58345,NAO,NAO
2007-09-01,Cruzeiro,Ipatinga FC,Empréstimo,58345,NAO,NAO
2022-03-17,Sem clube,Americano,-,157979,NAO,NAO
2021-05-05,América-RJ,Sem clube,-,157979,NAO,NAO
2021-02-01,Sem clube,América-RJ,-,157979,NAO,NAO
2019-05-15,Avaí,Sem clube,-,157979,NAO,NAO
2018-08-14,Giresunspor,Avaí,custo zero,157979,NAO,NAO
2017-01-04,Maldonado,Giresunspor,?,157979,NAO,NAO
2016-11-10,ABC,Maldonado,Fim do empréstimo,157979,NAO,NAO
2016-01-29,Maldonado,ABC,Empréstimo,157979,NAO,NAO
2015-06-30,Giresunspor,Maldonado,Fim do empréstimo,157979,NAO,NAO
2014-08-02,Maldonado,Giresunspor,Empréstimo,157979,NAO,NAO
2014-06-30,Karabükspor,Maldonado,Fim do empréstimo,157979,NAO,NAO
2014-01-13,Maldonado,Karabükspor,Empréstimo,157979,NAO,NAO
2013-12-31,Náutico,Maldonado,Fim do empréstimo,157979,NAO,NAO
2013-02-01,Maldonado,Náutico,Empréstimo,157979,NAO,NAO
2012-05-31,Bahia,Maldonado,Fim do empréstimo,157979,NAO,NAO
2011-01-01,Maldonado,Bahia,Empréstimo,157979,NAO,NAO
2010-12-31,Goiás EC,Maldonado,Fim do empréstimo,157979,NAO,NAO
2010-10-01,Maldonado,Goiás EC,Empréstimo,157979,NAO,NAO
2010-09-30,Cruzeiro,Maldonado,Fim do empréstimo,157979,NAO,NAO
2010-08-01,Maldonado,Cruzeiro,Empréstimo,157979,NAO,NAO
2010-07-01,Bonsucesso FC,Maldonado,?,157979,NAO,NAO
2010-06-30,América-RJ,Bonsucesso FC,Fim do empréstimo,157979,NAO,NAO
2010-01-01,Bonsucesso FC,América-RJ,Empréstimo,157979,NAO,NAO
2009-05-31,Noroeste,Bonsucesso FC,Fim do empréstimo,157979,NAO,NAO
2009-01-01,Bonsucesso FC,Noroeste,Empréstimo,157979,NAO,NAO
2022-08-25,Ferroviário-CE,Primavera,Fim do empréstimo,530644,NAO,NAO
2022-04-07,Primavera,Ferroviário-CE,Empréstimo,530644,NAO,NAO
2022-04-01,Barra FC (SC),Primavera,Fim do empréstimo,530644,NAO,NAO
2022-01-19,Primavera,Barra FC (SC),Empréstimo,530644,NAO,NAO
2022-01-14,Cruzeiro,Primavera,Fim do empréstimo,530644,NAO,NAO
2021-06-25,Primavera,Cruzeiro,Empréstimo,530644,NAO,NAO
2021-03-02,Tombense,Primavera,custo zero,530644,NAO,NAO
2020-01-08,Ceará,Tombense,custo zero,530644,NAO,NAO
2019-06-12,Santa Cruz-RN,Ceará,Fim do empréstimo,530644,NAO,NAO
2019-02-25,Ceará,Santa Cruz-RN,Empréstimo,530644,NAO,NAO
2022-04-12,Paysandu SC,Fortaleza EC B,Empréstimo,646843,NAO,NAO
2022-01-31,Cruzeiro U20,Paysandu SC,Fim do empréstimo,646843,NAO,NAO
2021-03-08,Paysandu SC,Cruzeiro U20,Empréstimo,646843,NAO,NAO
2020-06-30,EC Bahia B,Paysandu SC,Fim do empréstimo,646843,NAO,NAO
2019-10-18,Paysandu SC,EC Bahia B,Empréstimo,646843,NAO,NAO
2022-09-22,Desconhecido,Icasa,custo zero,80154,NAO,NAO
2022-05-12,Itabaiana-SE,Desconhecido,custo zero,80154,NAO,NAO
2022-03-28,Audax-RJ,Itabaiana-SE,custo zero,80154,NAO,NAO
2021-12-09,Portuguesa,Audax-RJ,custo zero,80154,NAO,NAO
2021-01-15,Bangu,Portuguesa,custo zero,80154,NAO,NAO
2020-12-29,EC Água Santa,Bangu,Fim do empréstimo,80154,NAO,NAO
2020-11-19,Bangu,EC Água Santa,Empréstimo,80154,NAO,NAO
2020-09-10,Al-Nasr SC,Bangu,custo zero,80154,NAO,NAO
2019-07-01,Bangu,Al-Nasr SC,custo zero,80154,NAO,NAO
2017-11-03,Sem clube,Bangu,-,80154,NAO,NAO
2016-05-20,Salgueiro-PE,Sem clube,-,80154,NAO,NAO
2014-12-31,ASA,Salgueiro-PE,?,80154,NAO,NAO
2013-12-31,Cuiabá,ASA,?,80154,NAO,NAO
2013-08-01,Piracicaba,Cuiabá,custo zero,80154,NAO,NAO
2013-01-01,Cruzeiro,Piracicaba,custo zero,80154,NAO,NAO
2012-05-01,Villa Nova-MG,Cruzeiro,Fim do empréstimo,80154,NAO,NAO
2012-03-01,Cruzeiro,Villa Nova-MG,Empréstimo,80154,NAO,NAO
2012-02-01,Avaí,Cruzeiro,Fim do empréstimo,80154,NAO,NAO
2011-07-01,Cruzeiro,Avaí,Empréstimo,80154,NAO,NAO
2010-12-01,Náutico,Cruzeiro,Fim do empréstimo,80154,NAO,NAO
2010-09-01,Cruzeiro,Náutico,Empréstimo,80154,NAO,NAO
2010-01-01,Náutico,Cruzeiro,?,80154,NAO,NAO
2008-07-01,Náutico,Náutico,-,80154,NAO,NAO
2017-11-27,Murici,Sem clube,-,553699,SIM,NAO
2021-01-01,EC Bahia U20,América-MG U20,?,983979,NAO,NAO
2010-12-01,Nea Salamis,Desconhecido,?,133464,SIM,NAO
2009-07-01,Desconhecido,Nea Salamis,custo zero,133464,SIM,NAO
2022-04-27,Brasiliense FC,Sem clube,-,30505,NAO,NAO
2019-11-11,Sem clube,Brasiliense FC,-,30505,NAO,NAO
2019-06-01,Pahang,Sem clube,-,30505,NAO,NAO
2019-02-03,Sem clube,Pahang,-,30505,NAO,NAO
2018-10-29,Oeste FC-SP,Sem clube,-,30505,NAO,NAO
2018-08-13,Al-Faisaly FC,Oeste FC-SP,custo zero,30505,NAO,NAO
2018-01-15,Figueirense,Al-Faisaly FC,?,30505,NAO,NAO
2017-01-29,Vitória,Figueirense,custo zero,30505,NAO,NAO
2016-09-08,Sem clube,Vitória,-,30505,NAO,NAO
2016-07-01,Al Shaab,Sem clube,-,30505,NAO,NAO
2016-01-01,Goiás EC,Al Shaab,custo zero,30505,NAO,NAO
2015-08-17,SH Shenxin,Goiás EC,custo zero,30505,NAO,NAO
2015-02-13,Génova,SH Shenxin,custo zero,30505,NAO,NAO
2014-12-31,Coritiba,Génova,Fim do empréstimo,30505,NAO,NAO
2014-01-08,Génova,Coritiba,Empréstimo,30505,NAO,NAO
2013-06-30,Siena,Génova,Fim do empréstimo,30505,NAO,NAO
2012-08-31,Génova,Siena,Empréstimo,30505,NAO,NAO
2011-07-01,Santos FC,Génova,"4,50 mi. €",30505,NAO,NAO
2010-05-01,Pinheiros-SC,Santos FC,?,30505,NAO,NAO
2010-04-01,Santos FC,Pinheiros-SC,Fim do empréstimo,30505,NAO,NAO
2010-01-01,Pinheiros-SC,Santos FC,Empréstimo,30505,NAO,NAO
2009-12-01,ABC,Pinheiros-SC,Fim do empréstimo,30505,NAO,NAO
2009-10-01,Pinheiros-SC,ABC,Empréstimo,30505,NAO,NAO
2009-09-01,América-MG,Pinheiros-SC,Fim do empréstimo,30505,NAO,NAO
2009-05-01,Pinheiros-SC,América-MG,Empréstimo,30505,NAO,NAO
2009-04-01,São Caetano,Pinheiros-SC,Fim do empréstimo,30505,NAO,NAO
2009-01-01,Pinheiros-SC,São Caetano,Empréstimo,30505,NAO,NAO
2008-12-01,Fortaleza,Pinheiros-SC,Fim do empréstimo,30505,NAO,NAO
2008-09-01,Pinheiros-SC,Fortaleza,Empréstimo,30505,NAO,NAO
2008-08-01,Sem clube,Pinheiros-SC,-,30505,NAO,NAO
2008-06-01,Grêmio,Sem clube,-,30505,NAO,NAO
2008-05-01,Ferroviária-SP,Grêmio,Fim do empréstimo,30505,NAO,NAO
2008-02-01,Grêmio,Ferroviária-SP,Empréstimo,30505,NAO,NAO
2007-09-01,Cruzeiro,Grêmio,?,30505,NAO,NAO
2007-05-01,Sport,Cruzeiro,Fim do empréstimo,30505,NAO,NAO
2007-01-01,Cruzeiro,Sport,Empréstimo,30505,NAO,NAO
2006-12-01,Ipatinga FC,Cruzeiro,Fim do empréstimo,30505,NAO,NAO
2006-08-01,Cruzeiro,Ipatinga FC,Empréstimo,30505,NAO,NAO
2006-05-01,Villa Nova-MG,Cruzeiro,Fim do empréstimo,30505,NAO,NAO
2006-02-01,Cruzeiro,Villa Nova-MG,Empréstimo,30505,NAO,NAO
2006-01-01,Atlético-PR,Cruzeiro,?,30505,NAO,NAO
2005-07-01,Portuguesa,Atlético-PR,?,30505,NAO,NAO
2005-01-01,Palmeiras,Portuguesa,?,30505,NAO,NAO
2004-01-01,Palmeiras U17,Palmeiras,-,30505,NAO,NAO
2022-07-08,América-RN,Cruzeiro U20,Fim do empréstimo,738984,NAO,NAO
2022-07-05,Cruzeiro U20,Leixões,?,738984,NAO,NAO
2022-01-04,Cruzeiro U20,América-RN,Empréstimo,738984,NAO,NAO
2020-09-24,América-RN,Cruzeiro U20,Fim do empréstimo,738984,NAO,NAO
2020-08-07,Cruzeiro U20,América-RN,Empréstimo,738984,NAO,NAO
2020-04-30,Villa Nova-MG,Cruzeiro U20,Fim do empréstimo,738984,NAO,NAO
2020-01-21,Cruzeiro U20,Villa Nova-MG,Empréstimo,738984,NAO,NAO
2022-01-01,Sandefjord,Sem clube,-,70203,NAO,NAO
2020-03-10,Sem clube,Sandefjord,-,70203,NAO,NAO
2019-07-01,FC Wil 1900,Sem clube,-,70203,NAO,NAO
2017-08-31,Boavista SC,FC Wil 1900,?,70203,NAO,NAO
2017-07-01,Bragantino,Boavista SC,?,70203,NAO,NAO
2016-07-01,Cesena,Bragantino,custo zero,70203,NAO,NAO
2016-02-24,Virtus Lanciano,Cesena,Fim do empréstimo,70203,NAO,NAO
2015-08-07,Cesena,Virtus Lanciano,Empréstimo,70203,NAO,NAO
2014-07-22,Parma,Cesena,300 mil €,70203,NAO,NAO
2014-06-30,OFI Creta,Parma,Fim do empréstimo,70203,NAO,NAO
2013-07-01,Parma,OFI Creta,Empréstimo,70203,NAO,NAO
2013-06-30,Padova,Parma,Fim do empréstimo,70203,NAO,NAO
2012-07-03,Parma,Padova,Empréstimo,70203,NAO,NAO
2012-06-30,Empoli,Parma,Fim do empréstimo,70203,NAO,NAO
2012-01-01,Parma,Empoli,Empréstimo,70203,NAO,NAO
2011-07-01,Maga,Parma,?,70203,NAO,NAO
2011-06-30,Parma,Maga,Fim do empréstimo,70203,NAO,NAO
2010-08-01,Maga,Parma,Valor de empréstimo:500 mil €,70203,NAO,NAO
2010-06-30,AFC Ajax B,Maga,Fim do empréstimo,70203,NAO,NAO
2009-09-01,Maga,AFC Ajax B,Valor de empréstimo:500 mil €,70203,NAO,NAO
2009-08-01,Cruzeiro U20,Maga,?,70203,NAO,NAO
2021-01-09,Bahia,Yokohama F. M.,custo zero,201792,NAO,NAO
2018-01-03,Cruzeiro,Bahia,130 mil €,201792,NAO,NAO
2015-12-31,Sport,Cruzeiro,Fim do empréstimo,201792,NAO,NAO
2015-01-07,Cruzeiro,Sport,Empréstimo,201792,NAO,NAO
2014-12-31,Coritiba,Cruzeiro,Fim do empréstimo,201792,NAO,NAO
2014-06-01,Cruzeiro,Coritiba,Empréstimo,201792,NAO,NAO
2011-09-01,Cruzeiro U20,Cruzeiro,-,201792,NAO,NAO
2020-07-31,Silkeborg IF,FC Midtjylland,Fim do empréstimo,524590,SIM,NAO
2020-01-31,FC Midtjylland,Silkeborg IF,Empréstimo,524590,SIM,NAO
2019-01-31,Bahia,FC Midtjylland,"2,25 mi. €",524590,SIM,NAO
2018-01-01,EC Bahia B,Bahia,-,524590,SIM,NAO
2017-05-01,EC Bahia U20,EC Bahia B,-,524590,SIM,NAO
2021-09-09,Patrocinense-MG,Sem clube,-,906205,NAO,NAO
2021-06-02,Unaí,Patrocinense-MG,custo zero,906205,NAO,NAO
2020-12-01,Quang Nam FC,Thanh Hoa FC,?,323614,NAO,NAO
2020-02-01,Sem clube,Quang Nam FC,custo zero,323614,NAO,NAO
2019-12-11,Leixões,Sem clube,-,323614,NAO,NAO
2019-01-01,Académica OAF,Leixões,custo zero,323614,NAO,NAO
2018-07-01,Académico FC,Académica OAF,?,323614,NAO,NAO
2017-07-01,Corinthians B,Académico FC,?,323614,NAO,NAO
2017-06-30,Académico FC,Corinthians,Fim do empréstimo,323614,NAO,NAO
2016-08-05,Corinthians,Académico FC,Empréstimo,323614,NAO,NAO
2016-06-30,Rio Ave FC,Corinthians,Fim do empréstimo,323614,NAO,NAO
2015-07-20,Corinthians B,Rio Ave FC,Empréstimo,323614,NAO,NAO
